From	To	Species	Gene Name
104806	ENSMUSG00000055884	Mus musculus	Fanconi anemia, complementation group M(Fancm)
258931	ENSMUSG00000050478	Mus musculus	olfactory receptor 807(Olfr807)
258933	ENSMUSG00000052012	Mus musculus	olfactory receptor 796(Olfr796)
70370	ENSMUSG00000027386	Mus musculus	fibulin 7(Fbln7)
71306	ENSMUSG00000031647	Mus musculus	microfibrillar-associated protein 3-like(Mfap3l)
70373	ENSMUSG00000021254	Mus musculus	G patch domain containing 2 like(Gpatch2l)
108978	ENSMUSG00000096197	Mus musculus	RIKEN cDNA 4930555G01 gene(4930555G01Rik)
70377	ENSMUSG00000009092	Mus musculus	Der1-like domain family, member 3(Derl3)
70375	ENSMUSG00000026018	Mus musculus	islet cell autoantigen 1-like(Ica1l)
214917	ENSMUSG00000057411	Mus musculus	family with sequence similarity 173, member A(Fam173a)
223337	ENSMUSG00000049152	Mus musculus	UDP glycosyltransferases 3 family, polypeptide A2(Ugt3a2)
103889	ENSMUSG00000075588	Mus musculus	homeobox B2(Hoxb2)
207667	ENSMUSG00000022245	Mus musculus	SKI family transcriptional corepressor 1(Skor1)
104816	ENSMUSG00000037686	Mus musculus	asparaginase(Aspg)
64818	ENSMUSG00000067615	Mus musculus	keratin 81(Krt81)
64817	ENSMUSG00000028369	Mus musculus	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1(Svep1)
214901	ENSMUSG00000019214	Mus musculus	CTF18, chromosome transmission fidelity factor 18(Chtf18)
71310	ENSMUSG00000031709	Mus musculus	TBC1 domain family, member 9(Tbc1d9)
71313	ENSMUSG00000027344	Mus musculus	fibrous sheath-interacting protein 1(Fsip1)
70380	ENSMUSG00000023074	Mus musculus	motile sperm domain containing 1(Mospd1)
70381	ENSMUSG00000066621	Mus musculus	tectonin beta-propeller repeat containing 1(Tecpr1)
70382	ENSMUSG00000016940	Mus musculus	potassium channel tetramerisation domain containing 2(Kctd2)
414758	ENSMUSG00000074733	Mus musculus	zinc finger protein 950(Zfp950)
70383	ENSMUSG00000042148	Mus musculus	cytochrome c oxidase assembly protein 10(Cox10)
70385	ENSMUSG00000069910	Mus musculus	spindle apparatus coiled-coil protein 1(Spdl1)
70387	ENSMUSG00000071660	Mus musculus	tetratricopeptide repeat domain 9C(Ttc9c)
108989	ENSMUSG00000006005	Mus musculus	translocated promoter region, nuclear basket protein(Tpr)
225497	ENSMUSG00000035420	Mus musculus	family with sequence similarity 170, member A(Fam170a)
58523	ENSMUSG00000024271	Mus musculus	elongator acetyltransferase complex subunit 2(Elp2)
58522	ENSMUSG00000062077	Mus musculus	tripartite motif-containing 54(Trim54)
258919	ENSMUSG00000075127	Mus musculus	olfactory receptor 1179(Olfr1179)
58521	ENSMUSG00000091337	Mus musculus	EP300 interacting inhibitor of differentiation 1(Eid1)
101631	ENSMUSG00000060260	Mus musculus	PWWP domain containing 2B(Pwwp2b)
58520	ENSMUSG00000021252	Mus musculus	RIKEN cDNA 0610007P14 gene(0610007P14Rik)
108995	ENSMUSG00000040247	Mus musculus	TBC1 domain family, member 10c(Tbc1d10c)
71307	ENSMUSG00000038408	Mus musculus	RIKEN cDNA 1700018A04 gene(1700018A04Rik)
258914	ENSMUSG00000053391	Mus musculus	olfactory receptor 211(Olfr211)
70316	ENSMUSG00000030869	Mus musculus	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1(Ndufab1)
70315	ENSMUSG00000067567	Mus musculus	histone deacetylase 8(Hdac8)
70314	ENSMUSG00000030727	Mus musculus	rabaptin, RAB GTPase binding effector protein 2(Rabep2)
70312	ENSMUSG00000034889	Mus musculus	cactin, spliceosome C complex subunit(Cactin)
70310	ENSMUSG00000019461	Mus musculus	phospholipid scramblase 3(Plscr3)
72459	ENSMUSG00000067873	Mus musculus	HIV TAT specific factor 1(Htatsf1)
212712	ENSMUSG00000038331	Mus musculus	special AT-rich sequence binding protein 2(Satb2)
26611	ENSMUSG00000032320	Mus musculus	reticulocalbin 2(Rcn2)
71325	ENSMUSG00000027908	Mus musculus	trichohyalin-like 1(Tchhl1)
71326	ENSMUSG00000023993	Mus musculus	triggering receptor expressed on myeloid cells-like 1(Treml1)
71323	ENSMUSG00000030259	Mus musculus	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8(Rassf8)
72454	ENSMUSG00000049305	Mus musculus	coiled-coil domain containing 71(Ccdc71)
99100	ENSMUSG00000068394	Mus musculus	centrosomal protein 152(Cep152)
52592	ENSMUSG00000012076	Mus musculus	breast cancer metastasis-suppressor 1-like(Brms1l)
226356	ENSMUSG00000036962	Mus musculus	cilia and flagella associated protein 221(Cfap221)
98053	ENSMUSG00000002658	Mus musculus	general transcription factor IIF, polypeptide 1(Gtf2f1)
104831	ENSMUSG00000036057	Mus musculus	protein tyrosine phosphatase, non-receptor type 23(Ptpn23)
226352	ENSMUSG00000026383	Mus musculus	erythrocyte membrane protein band 4.1 like 5(Epb41l5)
104836	ENSMUSG00000020659	Mus musculus	Casitas B-lineage lymphoma-like 1(Cbll1)
226351	ENSMUSG00000098923	Mus musculus	transmembrane protein 185B(Tmem185b)
70325	ENSMUSG00000045140	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class W(Pigw)
71330	ENSMUSG00000035469	Mus musculus	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1(Rcbtb1)
72462	ENSMUSG00000058392	Mus musculus	ribosomal RNA processing 1 homolog B (S. cerevisiae)(Rrp1b)
72461	ENSMUSG00000061119	Mus musculus	prolylcarboxypeptidase (angiotensinase C)(Prcp)
212706	ENSMUSG00000001053	Mus musculus	NEDD4 binding protein 3(N4bp3)
71336	ENSMUSG00000029136	Mus musculus	ribokinase(Rbks)
71338	ENSMUSG00000048399	Mus musculus	transformation related protein 63 regulated(Tprg)
72469	ENSMUSG00000020937	Mus musculus	phospholipase C, delta 3(Plcd3)
226359	ENSMUSG00000036907	Mus musculus	complement component 1, q subcomponent-like 2(C1ql2)
214968	ENSMUSG00000027200	Mus musculus	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D(Sema6d)
72465	ENSMUSG00000094870	Mus musculus	zinc finger protein 131(Zfp131)
103836	ENSMUSG00000037243	Mus musculus	zinc finger protein 692(Zfp692)
70317	ENSMUSG00000057594	Mus musculus	ADP-ribosylation factor-like 16(Arl16)
70333	ENSMUSG00000047649	Mus musculus	CD3E antigen, epsilon polypeptide associated protein(Cd3eap)
103850	ENSMUSG00000032615	Mus musculus	5',3'-nucleotidase, mitochondrial(Nt5m)
72472	ENSMUSG00000019838	Mus musculus	solute carrier family 16 (monocarboxylic acid transporters), member 10(Slc16a10)
70337	ENSMUSG00000019762	Mus musculus	iodotyrosine deiodinase(Iyd)
381218	ENSMUSG00000064202	Mus musculus	RIKEN cDNA 4430402I18 gene(4430402I18Rik)
72475	ENSMUSG00000061887	Mus musculus	single-stranded DNA binding protein 3(Ssbp3)
381217	ENSMUSG00000071604	Mus musculus	family with sequence similarity 189, member A2(Fam189a2)
71340	ENSMUSG00000021428	Mus musculus	RIO kinase 1 (yeast)(Riok1)
70335	ENSMUSG00000035504	Mus musculus	receptor accessory protein 6(Reep6)
71345	ENSMUSG00000054662	Mus musculus	anoctamin 9(Ano9)
72477	ENSMUSG00000014353	Mus musculus	transmembrane protein 87B(Tmem87b)
72479	ENSMUSG00000028383	Mus musculus	hydroxysteroid dehydrogenase like 2(Hsdl2)
52570	ENSMUSG00000049588	Mus musculus	coiled-coil domain containing 69(Ccdc69)
52575	ENSMUSG00000044763	Mus musculus	tRNA methyltransferase 10C(Trmt10c)
214952	ENSMUSG00000025733	Mus musculus	ras homolog family member T2(Rhot2)
214951	ENSMUSG00000025735	Mus musculus	rhomboid, veinlet-like 1 (Drosophila)(Rhbdl1)
104859	ENSMUSG00000021275	Mus musculus	tectonin beta-propeller repeat containing 2(Tecpr2)
105988	ENSMUSG00000058290	Mus musculus	extra spindle pole bodies 1, separase(Espl1)
103844	ENSMUSG00000057054	Mus musculus	inhibitor of CDK, cyclin A1 interacting protein 1(Inca1)
103841	ENSMUSG00000018378	Mus musculus	CUE domain containing 1(Cuedc1)
381203	ENSMUSG00000037451	Mus musculus	solute carrier family 22 (organic anion transporter), member 20(Slc22a20)
52588	ENSMUSG00000037824	Mus musculus	tetraspanin 14(Tspan14)
72482	ENSMUSG00000033701	Mus musculus	acyl-Coenzyme A binding domain containing 6(Acbd6)
52589	ENSMUSG00000051359	Mus musculus	neurocalcin delta(Ncald)
72480	ENSMUSG00000039485	Mus musculus	TSPY-like 4(Tspyl4)
381204	ENSMUSG00000054999	Mus musculus	N-acetylated alpha-linked acidic dipeptidase-like 1(Naaladl1)
72486	ENSMUSG00000022120	Mus musculus	ring finger protein 219(Rnf219)
71351	ENSMUSG00000044121	Mus musculus	RIKEN cDNA 5430402E10 gene(5430402E10Rik)
70349	ENSMUSG00000030754	Mus musculus	coatomer protein complex, subunit beta 1(Copb1)
70348	ENSMUSG00000032415	Mus musculus	ubiquitin-conjugating enzyme E2C binding protein(Ube2cbp)
71354	ENSMUSG00000028391	Mus musculus	WD repeat domain 31(Wdr31)
214944	ENSMUSG00000073910	Mus musculus	MOB kinase activator 3B(Mob3b)
71355	ENSMUSG00000028197	Mus musculus	collagen, type XXIV, alpha 1(Col24a1)
104871	ENSMUSG00000021007	Mus musculus	spermatogenesis associated 7(Spata7)
52585	ENSMUSG00000002332	Mus musculus	dehydrogenase/reductase (SDR family) member 1(Dhrs1)
381201	ENSMUSG00000049562	Mus musculus	adaptor-related protein complex 5, beta 1 subunit(Ap5b1)
14191	ENSMUSG00000028874	Mus musculus	FGR proto-oncogene, Src family tyrosine kinase(Fgr)
14190	ENSMUSG00000039899	Mus musculus	fibrinogen-like protein 2(Fgl2)
14199	ENSMUSG00000023092	Mus musculus	four and a half LIM domains 1(Fhl1)
14198	ENSMUSG00000060579	Mus musculus	fragile histidine triad gene(Fhit)
14194	ENSMUSG00000026526	Mus musculus	fumarate hydratase 1(Fh1)
73412	ENSMUSG00000041138	Mus musculus	NME/NM23 family member 8(Nme8)
70503	ENSMUSG00000063428	Mus musculus	D-aspartate oxidase(Ddo)
14479	ENSMUSG00000020124	Mus musculus	ubiquitin specific peptidase 15(Usp15)
52626	ENSMUSG00000020392	Mus musculus	CDKN2A interacting protein N-terminal like(Cdkn2aipnl)
73410	ENSMUSG00000096655	Mus musculus	RIKEN cDNA 1700065D16 gene(1700065D16Rik)
14470	ENSMUSG00000003380	Mus musculus	Rab acceptor 1 (prenylated)(Rabac1)
14473	ENSMUSG00000035540	Mus musculus	group specific component(Gc)
14472	ENSMUSG00000034486	Mus musculus	gastrulation brain homeobox 2(Gbx2)
73409	ENSMUSG00000107341	Mus musculus	RIKEN cDNA 1700065J11 gene(1700065J11Rik)
66401	ENSMUSG00000028443	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 2(Nudt2)
66400	ENSMUSG00000002661	Mus musculus	alkB homolog 7(Alkbh7)
66403	ENSMUSG00000019857	Mus musculus	anti-silencing function 1A histone chaperone(Asf1a)
66402	ENSMUSG00000042045	Mus musculus	sarcolipin(Sln)
73407	ENSMUSG00000090206	Mus musculus	testis, prostate and placenta expressed(Tepp)
14489	ENSMUSG00000029840	Mus musculus	myotrophin(Mtpn)
52614	ENSMUSG00000032915	Mus musculus	adhesion G protein-coupled receptor E4(Adgre4)
66409	ENSMUSG00000005846	Mus musculus	ribosomal L1 domain containing 1(Rsl1d1)
52615	ENSMUSG00000017548	Mus musculus	suppressor of zeste 12 homolog (Drosophila)(Suz12)
66408	ENSMUSG00000028411	Mus musculus	aprataxin(Aptx)
225443	ENSMUSG00000071858	Mus musculus	predicted gene 94(Gm94)
66405	ENSMUSG00000042814	Mus musculus	malignant T cell amplified sequence 2(Mcts2)
66404	ENSMUSG00000027502	Mus musculus	replication termination factor 2 domain containing 1(Rtfdc1)
66407	ENSMUSG00000028861	Mus musculus	mitochondrial ribosomal protein S15(Mrps15)
28253	ENSMUSG00000030236	Mus musculus	solute carrier organic anion transporter family, member 1b2(Slco1b2)
28254	ENSMUSG00000079262	Mus musculus	solute carrier organic anion transporter family, member 1a6(Slco1a6)
52609	ENSMUSG00000053411	Mus musculus	chromobox 7(Cbx7)
28250	ENSMUSG00000030237	Mus musculus	solute carrier organic anion transporter family, member 1a4(Slco1a4)
227800	ENSMUSG00000035437	Mus musculus	RAB GTPase activating protein 1(Rabgap1)
67586	ENSMUSG00000012126	Mus musculus	UBX domain protein 11(Ubxn11)
227801	ENSMUSG00000035392	Mus musculus	DENN/MADD domain containing 1A(Dennd1a)
67588	ENSMUSG00000025373	Mus musculus	ring finger protein 41(Rnf41)
225471	ENSMUSG00000056130	Mus musculus	toll-like receptor adaptor molecule 2(Ticam2)
28248	ENSMUSG00000041698	Mus musculus	solute carrier organic anion transporter family, member 1a1(Slco1a1)
225467	ENSMUSG00000024477	Mus musculus	protein geranylgeranyltransferase type I, beta subunit(Pggt1b)
101772	ENSMUSG00000031075	Mus musculus	anoctamin 1, calcium activated chloride channel(Ano1)
28240	ENSMUSG00000009292	Mus musculus	transient receptor potential cation channel, subfamily M, member 2(Trpm2)
258618	ENSMUSG00000075380	Mus musculus	olfactory receptor 355(Olfr355)
258616	ENSMUSG00000055838	Mus musculus	olfactory receptor 357(Olfr357)
258617	ENSMUSG00000070943	Mus musculus	olfactory receptor 356(Olfr356)
258614	ENSMUSG00000054498	Mus musculus	olfactory receptor 308(Olfr308)
67581	ENSMUSG00000022749	Mus musculus	TBC1 domain family, member 23(Tbc1d23)
67580	ENSMUSG00000041673	Mus musculus	leucine rich repeat containing 18(Lrrc18)
228421	ENSMUSG00000027115	Mus musculus	kinesin family member 18A(Kif18a)
67582	ENSMUSG00000045100	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26(Slc25a26)
67596	ENSMUSG00000034833	Mus musculus	thymocyte expressed, positive selection associated 1(Tespa1)
74996	ENSMUSG00000059263	Mus musculus	ubiquitin specific peptidase 47(Usp47)
212439	ENSMUSG00000042510	Mus musculus	expressed sequence AA986860(AA986860)
140887	ENSMUSG00000016520	Mus musculus	ligand of numb-protein X 2(Lnx2)
74998	ENSMUSG00000040022	Mus musculus	RAB11 family interacting protein 2 (class I)(Rab11fip2)
97287	ENSMUSG00000030269	Mus musculus	myotubularin related protein 14(Mtmr14)
52633	ENSMUSG00000022751	Mus musculus	nitrilase family, member 2(Nit2)
52635	ENSMUSG00000021171	Mus musculus	extended synaptotagmin-like protein 2(Esyt2)
52637	ENSMUSG00000037710	Mus musculus	CDGSH iron sulfur domain 1(Cisd1)
52639	ENSMUSG00000041895	Mus musculus	WD repeat domain, phosphoinositide interacting 1(Wipi1)
228413	ENSMUSG00000027171	Mus musculus	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)(Prrg4)
67590	ENSMUSG00000025008	Mus musculus	tectonic family member 3(Tctn3)
320802	ENSMUSG00000045777	Mus musculus	interferon induced transmembrane protein 10(Ifitm10)
320808	ENSMUSG00000049106	Mus musculus	DDB1 and CUL4 associated factor 5(Dcaf5)
228410	ENSMUSG00000027176	Mus musculus	cleavage stimulation factor, 3' pre-RNA, subunit 3(Cstf3)
67593	ENSMUSG00000029564	Mus musculus	RIKEN cDNA 4930519G04 gene(4930519G04Rik)
212442	ENSMUSG00000025937	Mus musculus	lactamase, beta 2(Lactb2)
258600	ENSMUSG00000070983	Mus musculus	olfactory receptor 270(Olfr270)
67592	ENSMUSG00000020299	Mus musculus	RIKEN cDNA 4930524B15 gene(4930524B15Rik)
320806	ENSMUSG00000021666	Mus musculus	G elongation factor, mitochondrial 2(Gfm2)
258601	ENSMUSG00000045812	Mus musculus	olfactory receptor 984(Olfr984)
67591	ENSMUSG00000055891	Mus musculus	ubiquitin-like 4B(Ubl4b)
70546	ENSMUSG00000039470	Mus musculus	zinc finger, DHHC domain containing 2(Zdhhc2)
70544	ENSMUSG00000004945	Mus musculus	transmembrane protein 242(Tmem242)
52668	ENSMUSG00000064215	Mus musculus	interferon, alpha-inducible protein 27(Ifi27)
66439	ENSMUSG00000062376	Mus musculus	BLOC-1 related complex subunit 7(Borcs7)
52666	ENSMUSG00000019467	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 25(Arhgef25)
66437	ENSMUSG00000019054	Mus musculus	fission, mitochondrial 1(Fis1)
381489	ENSMUSG00000034009	Mus musculus	relaxin/insulin-like family peptide receptor 1(Rxfp1)
52665	ENSMUSG00000019883	Mus musculus	enoyl Coenzyme A hydratase domain containing 1(Echdc1)
66438	ENSMUSG00000056978	Mus musculus	hepcidin antimicrobial peptide 2(Hamp2)
66435	ENSMUSG00000042104	Mus musculus	UDP-glucose glycoprotein glucosyltransferase 2(Uggt2)
67569	ENSMUSG00000019888	Mus musculus	MGAT4 family, member C(Mgat4c)
52662	ENSMUSG00000024544	Mus musculus	low density lipoprotein receptor class A domain containing 4(Ldlrad4)
66433	ENSMUSG00000042198	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 7(Chchd7)
381485	ENSMUSG00000060913	Mus musculus	tripartite motif-containing 55(Trim55)
67568	ENSMUSG00000055302	Mus musculus	Morf4 family associated protein 1(Mrfap1)
140859	ENSMUSG00000017405	Mus musculus	NIMA (never in mitosis gene a)-related expressed kinase 8(Nek8)
67563	ENSMUSG00000002280	Mus musculus	nuclear prelamin A recognition factor-like(Narfl)
66431	ENSMUSG00000039670	Mus musculus	oxidoreductase like domain containing 1(Oxld1)
140858	ENSMUSG00000026917	Mus musculus	WD repeat domain 5(Wdr5)
66432	ENSMUSG00000033106	Mus musculus	solute carrier family 7, member 6 opposite strand(Slc7a6os)
67564	ENSMUSG00000033578	Mus musculus	transmembrane protein 35A(Tmem35a)
258640	ENSMUSG00000068816	Mus musculus	olfactory receptor 152(Olfr152)
67561	ENSMUSG00000032512	Mus musculus	WD repeat domain 48(Wdr48)
258639	ENSMUSG00000062793	Mus musculus	olfactory receptor 1158(Olfr1158)
70533	ENSMUSG00000028568	Mus musculus	basic transcription factor 3-like 4(Btf3l4)
70536	ENSMUSG00000024084	Mus musculus	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)(Qpct)
66448	ENSMUSG00000029066	Mus musculus	mitochondrial ribosomal protein L20(Mrpl20)
66449	ENSMUSG00000014301	Mus musculus	presequence translocase-asssociated motor 16 homolog (S. cerevisiae)(Pam16)
70530	ENSMUSG00000040490	Mus musculus	leucine rich repeat and fibronectin type III domain containing 2(Lrfn2)
66445	ENSMUSG00000022551	Mus musculus	cytochrome c-1(Cyc1)
67578	ENSMUSG00000027233	Mus musculus	protein associated with topoisomerase II homolog 2 (yeast)(Patl2)
52653	ENSMUSG00000020328	Mus musculus	NudC domain containing 2(Nudcd2)
66446	ENSMUSG00000025785	Mus musculus	exosome component 7(Exosc7)
381498	ENSMUSG00000105834	Mus musculus	RIKEN cDNA 4930592C13 gene(4930592C13Rik)
66447	ENSMUSG00000026688	Mus musculus	microsomal glutathione S-transferase 3(Mgst3)
66440	ENSMUSG00000066149	Mus musculus	cell division cycle 26(Cdc26)
67575	ENSMUSG00000027157	Mus musculus	RIKEN cDNA 4930430A15 gene(4930430A15Rik)
66441	ENSMUSG00000030188	Mus musculus	mago homolog B, exon junction complex core component(Magohb)
381493	ENSMUSG00000063767	Mus musculus	S100 calcium binding protein A7A(S100a7a)
67574	ENSMUSG00000041718	Mus musculus	asparagine-linked glycosylation 13(Alg13)
66442	ENSMUSG00000005233	Mus musculus	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)(Spc25)
67573	ENSMUSG00000025185	Mus musculus	lysyl oxidase-like 4(Loxl4)
66443	ENSMUSG00000044469	Mus musculus	tumor necrosis factor, alpha-induced protein 8-like 1(Tnfaip8l1)
258623	ENSMUSG00000045202	Mus musculus	olfactory receptor 123(Olfr123)
28295	ENSMUSG00000053329	Mus musculus	DNA segment, Chr 10, Johns Hopkins University 81 expressed(D10Jhu81e)
70527	ENSMUSG00000006906	Mus musculus	STAM binding protein(Stambp)
67549	ENSMUSG00000028096	Mus musculus	G protein-coupled receptor 89(Gpr89)
66416	ENSMUSG00000041881	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)(Ndufa7)
225432	ENSMUSG00000024491	Mus musculus	RNA binding motif protein 27(Rbm27)
66419	ENSMUSG00000024902	Mus musculus	mitochondrial ribosomal protein L11(Mrpl11)
70523	ENSMUSG00000097766	Mus musculus	RIKEN cDNA 5730420D15 gene(5730420D15Rik)
66410	ENSMUSG00000021519	Mus musculus	mitochondrial transcription termination factor 3(Mterf3)
67543	ENSMUSG00000046173	Mus musculus	poly(A) binding protein, cytoplasmic 6(Pabpc6)
67542	ENSMUSG00000027742	Mus musculus	component of oligomeric golgi complex 6(Cog6)
52686	ENSMUSG00000020691	Mus musculus	methyltransferase like 2(Mettl2)
66413	ENSMUSG00000021737	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6(Psmd6)
67544	ENSMUSG00000014763	Mus musculus	family with sequence similarity 120, member B(Fam120b)
52685	ENSMUSG00000017309	Mus musculus	CD300 molecule like family member G(Cd300lg)
66414	ENSMUSG00000020022	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12(Ndufa12)
258660	ENSMUSG00000047716	Mus musculus	olfactory receptor 736(Olfr736)
67547	ENSMUSG00000053897	Mus musculus	solute carrier family 39 (metal ion transporter), member 8(Slc39a8)
66411	ENSMUSG00000006095	Mus musculus	tubulin folding cofactor B(Tbcb)
381463	ENSMUSG00000048938	Mus musculus	nuclear receptor subfamily 1, group H, member 5(Nr1h5)
52683	ENSMUSG00000008690	Mus musculus	non-SMC condensin II complex, subunit H2(Ncaph2)
258658	ENSMUSG00000045306	Mus musculus	olfactory receptor 734(Olfr734)
258656	ENSMUSG00000059429	Mus musculus	olfactory receptor 365(Olfr365)
258655	ENSMUSG00000044487	Mus musculus	olfactory receptor 1112(Olfr1112)
66427	ENSMUSG00000031924	Mus musculus	cytochrome b5 type B(Cyb5b)
52679	ENSMUSG00000020185	Mus musculus	E2F transcription factor 7(E2f7)
70510	ENSMUSG00000040746	Mus musculus	ring finger protein 167(Rnf167)
